comentario,Agresividad,Ofensa,Ideología,Constructividad,Empatía,Diálogo,Total,Catg
ME VALE 1 MAPLE!!!! 🤡🤡🤡🤡🤡🤡,90.0,90.0,5.0,5.0,5.0,5.0,79.25,-1.0
Reunirse con empresarios!! Cuando otros se reúnen con organismos,80.0,80.0,10.0,0.0,5.0,5.0,76.5,-1.0
"Hay nooo , que hipocresía, irán a pedir al IMPERIO!!! Estos doble moral, 🙈🙈🙈 que rabia 😡😡",85.0,90.0,10.0,5.0,5.0,5.0,78.75,-1.0
LO CRÍTICAS Y SIGUES LOS MISMOS PASOS DE TUTO VIAJANDO AL IMPERIO QUE TANTO CRITICAN LOS SOCIALISTAS,80.0,80.0,20.0,10.0,10.0,5.0,75.5,-1.0
Apenas se enteren q quiere legalizar lo robado ahi se daran cuenta q no es buena idea,80.0,85.0,70.0,10.0,5.0,10.0,84.0,-1.0
Rodrigo está pateando oxígeno nadie confía en el por sus negociados sobre precios en el puente un obelisco y muchas otras obras en su gestión de alcalde.,80.0,85.0,70.0,10.0,5.0,10.0,84.0,-1.0
Será al chapare,80.0,80.0,10.0,10.0,5.0,5.0,74.5,-1.0
Va a ir a acordar procesos woke con los másllorones estados unidos que es distinto🙄,80.0,85.0,10.0,5.0,5.0,10.0,76.0,-1.0
Payaso 🤡,80.0,85.0,10.0,10.0,5.0,5.0,75.5,-1.0
Pero como se hace o es la doble moral del español,80.0,80.0,50.0,10.0,5.0,5.0,80.5,-1.0
TUTO PRESIDENTE!!!!,80.0,85.0,10.0,10.0,5.0,5.0,75.5,-1.0
"Pero si Paz dice q solo nacionalizando chutos, salimos de crisis",75.0,40.0,55.0,15.0,5.0,10.0,70.5,-1.0
Este no atrae ni femizobies,80.0,85.0,10.0,10.0,5.0,5.0,75.5,-1.0
Cómo si ni visa tiene por narco su padre el gallo pues meco Domínguez lo delató y le quitó la visa a toda su familia Estados unidos y no tiene pisada la familia Paz,80.0,85.0,10.0,5.0,5.0,10.0,76.0,-1.0
Tristemente de loco no lo van bajar de aquí a unos meses y el otro se va volver capibara,80.0,85.0,10.0,5.0,5.0,10.0,76.0,-1.0
Tuto presidente para que seamos libres del socialismo,10.0,10.0,70.0,10.0,5.0,5.0,52.0,0.0
"Mono a voj no te conocen en EEUU, anda donde estan lo zurdos ahí pedí ayuda y te daran porq son tal para cual🤣🤣🤣",80.0,80.0,10.0,10.0,5.0,5.0,74.5,-1.0
Nadie viaja a Cuba o Venezuela a traer inversion pero hay gente que sigue apoyando el socialismo,80.0,80.0,70.0,10.0,5.0,5.0,83.5,-1.0
Copiando a Tuto,80.0,80.0,70.0,10.0,5.0,5.0,83.5,-1.0
Si tuto va Israel Rodrigo igual va a Israel,55.0,60.0,55.0,5.0,5.0,5.0,72.0,-1.0
Pero dijo qué no era necesario y qué ellos tenían otra solución jajajaja otra vez doble discurso...😂😂😂,80.0,60.0,55.0,5.0,5.0,5.0,78.25,-1.0
Jajajaja,55.0,55.0,10.0,5.0,5.0,5.0,64.25,0.0
Mejor vaya a Cuba y Venezuela🤣🤣,80.0,80.0,70.0,10.0,5.0,5.0,83.5,-1.0
Ni tiene idea que puerta tocara.ademas no les gusta zurdos a los organismos internacionales.todo un figurety.,80.0,80.0,70.0,10.0,5.0,5.0,83.5,-1.0
"Porque no lo lleva al ex policía, según él es el indicado 🤣🤣🤣",80.0,80.0,50.0,10.0,5.0,5.0,80.5,-1.0
Anda donde te de la buena gana 😡😡 que te vaya bien 🐀 estás igual que Evaristo 😡😡,80.0,85.0,10.0,10.0,5.0,5.0,75.5,-1.0
COPION DE TUTO,80.0,80.0,10.0,10.0,5.0,5.0,74.5,-1.0
Ya esta planeando escaparse para cuando Tuto CHAD gane las elecciones y mande a desvivirlo a el y a Lacra,80.0,85.0,10.0,10.0,5.0,5.0,75.5,-1.0
COMO ES POSIBLE SI NO TIENE NI PARA LOS PASAJES,80.0,80.0,10.0,10.0,5.0,5.0,74.5,-1.0
Lo mismo le dijeron los laralovers a tuto cuando fue de viaje a EEUU a hacer lo mismo ahora digan pues 🤣🤣🤣🤣,80.0,80.0,10.0,10.0,5.0,5.0,74.5,-1.0
"Nadie te dará bola, mejor pedile a tu jefe Evaristo lo que robó",80.0,80.0,10.0,10.0,5.0,5.0,74.5,-1.0
Hay que ver si el plan de gobierno hecho por la IA es garantía..,50.0,40.0,55.0,55.0,5.0,5.0,56.75,0.0
Dios nos libre de que este tipo llegue a ser presidente,50.0,40.0,55.0,5.0,5.0,5.0,66.75,-1.0
A cobrarles la deuda externa😂😂😂,30.0,40.0,70.0,10.0,5.0,5.0,63.0,0.0
"El nuevo socialista e izquierdista tratando de relacionarse con el imperio capitalista, las cosas no funcionan así, todo sus actos del PDC =DEMAGOGIA.",80.0,70.0,90.0,10.0,5.0,10.0,84.0,-1.0
Pues si aki mismo se puede encontrar inversiónistas sin necesidad de estar yendo a Estados Unidos,20.0,10.0,30.0,70.0,15.0,20.0,34.0,0.0
TUTO PRESIDENTE!,5.0,5.0,40.0,10.0,15.0,5.0,44.25,0.0
"Con que dinero? Si dice que no tiene para nada, es igual de pobre que lara",80.0,60.0,90.0,5.0,5.0,10.0,83.0,-1.0
Ahí está el vendepatria,80.0,80.0,10.0,0.0,0.0,0.0,77.5,-1.0
Qué tal tiene dinero nadie tiene plata Ah o Ud talvez??? Tiene todos los requisitos qué le parece SEÑORA,80.0,80.0,10.0,0.0,0.0,0.0,77.5,-1.0
Mientras Rodrigo busca empresas que quieran invertir en Bolivia Lara los quiere expulsar 🤷🏼,80.0,80.0,10.0,0.0,0.0,0.0,77.5,-1.0
"Capaz y salga Lara a decir , que te irán en Flota, como son humildes 🤣🤣🤣",80.0,80.0,30.0,0.0,0.0,0.0,80.5,-1.0
"Ch Rodrigo q tano hay q negociar con eeuu vamos siguier dependiendo de los gringos ,acaso no somos autonomos ,x q se agachan tanto eso uela mal",80.0,80.0,10.0,0.0,0.0,0.0,77.5,-1.0
Rodrigo Paz presidente,5.0,5.0,40.0,5.0,5.0,5.0,46.25,0.0
Haci ISO arce cuando entro a la presidencia anulo un préstamos que estaba tramitando yanines de 10 millones para luego prestarse 20 millones del mismo lugar,80.0,80.0,10.0,0.0,0.0,0.0,77.5,-1.0
"Me hacen reír los socialistas cuando hablando de inversiones, del desarrollo de un país desde el punto de vista del sistema socialista... jajaja",10.0,10.0,80.0,10.0,0.0,0.0,54.5,0.0
Jajaja si es el imperio que odia su jefaso el violín,80.0,80.0,10.0,0.0,0.0,0.0,77.5,-1.0
HIPOCRITAS!!!!!,80.0,80.0,5.0,0.0,0.0,0.0,76.75,-1.0
"ya fue, y le fue bien.",20.0,10.0,60.0,30.0,5.0,5.0,49.0,0.0
🤣😂🤣😂 un cuento nomás 😂,80.0,80.0,10.0,0.0,0.0,0.0,77.5,-1.0
El doble moral hace una semana crítica y ahora lo hace...,80.0,80.0,10.0,0.0,0.0,0.0,77.5,-1.0
Paz y Lara presidente,10.0,0.0,10.0,5.0,5.0,1.0,42.4,0.0
NINGÚN INVERSIONISTA EN SU SANO JUICIO QUERRÁ VENIR A INVERTIR EN EL PAÍS SI SABE QUE RODRIGO ES SOCIALISTA!!,80.0,80.0,10.0,0.0,0.0,0.0,77.5,-1.0
Primero que aprenda el inglés,80.0,80.0,10.0,0.0,0.0,0.0,77.5,-1.0
No serán bien recibidos,80.0,80.0,10.0,0.0,0.0,0.0,77.5,-1.0
Que viaje al país donde nació ESPAÑA,80.0,80.0,10.0,0.0,0.0,0.0,77.5,-1.0
Va ir de paseo como su doble de santa cruz... El otro tengo!! 👌🤭😂😂,80.0,80.0,0.0,0.0,0.0,0.0,76.0,-1.0
Peto si ya lo hizo Tuto....,20.0,10.0,0.0,0.0,0.0,0.0,47.0,0.0
El 19 de octubre todos a votar por Libre 💯 X 💯,5.0,5.0,40.0,5.0,5.0,5.0,46.25,0.0
quengan la dea a interverir chaparare,80.0,80.0,80.0,0.0,0.0,0.0,88.0,-1.0
Ni asi voy a votar por el. Tuto o nada,80.0,80.0,0.0,0.0,0.0,0.0,76.0,-1.0
En representación de quien,80.0,80.0,10.0,0.0,0.0,0.0,77.5,-1.0
Después de hablar mal del imperio ahora viajará ahí ggg socialistas sinvergüenzas,80.0,80.0,10.0,0.0,0.0,0.0,77.5,-1.0
Que va kerer ir pues si ellos piensan que EEUU es imperio,25.0,30.0,40.0,10.0,5.0,5.0,55.25,0.0
Y para su pasaje hacemos vaquita...???,30.0,30.0,20.0,10.0,5.0,5.0,53.5,0.0
Irá a recibir instrucciones,30.0,30.0,10.0,5.0,5.0,5.0,53.0,0.0
Pero en los EEUU nadie conoce al pichón este,30.0,30.0,10.0,5.0,5.0,5.0,53.0,0.0
"Eso es mame o pura pantalla, un empresario jamás aceptaría un trato con la posibilidad de q si sale presidente, hasta daría vergüenza ir hacer un trato sin ser nada aun 🤦🤔",25.0,35.0,5.0,5.0,10.0,5.0,51.5,0.0
Ahora Paz disque quiere a EEUU. El pobrecito,30.0,30.0,30.0,5.0,5.0,5.0,56.0,0.0
"""Anda a estirar la mano"", a ver si te hacen caso jajajaja",30.0,30.0,5.0,5.0,5.0,5.0,52.25,0.0
De dónde va a sacar inversionistas este?? Quién mrd lo conoce afuera al español?,30.0,5.0,10.0,5.0,5.0,5.0,48.0,0.0
COPION,50.0,40.0,10.0,5.0,5.0,5.0,60.0,0.0
No les darán importancia pq no quieren saber nada de comunismo el imperio,30.0,40.0,60.0,5.0,5.0,5.0,62.5,0.0
Igual de vende humo que el tongo.,30.0,30.0,30.0,5.0,5.0,5.0,56.0,0.0
Que vaya a su país España...,60.0,40.0,50.0,5.0,5.0,5.0,68.5,-1.0
"El loro lo imita a su amo, su forma de hablar, la riza, inclusive el humor.",30.0,40.0,60.0,5.0,5.0,5.0,62.5,0.0
Que lo lleve a LADRA y que le crean,60.0,70.0,5.0,5.0,5.0,5.0,67.75,-1.0
Claro gratis te van a dar!!!!!......🤦‍♂️🤦‍♂️🤦‍♂️,70.0,70.0,5.0,5.0,5.0,5.0,70.25,-1.0
BIEN RODRIGO CUALQUIER AYUDA ES NECESARIO PARA A BOLIVIA DE LA CRISIS,10.0,10.0,10.0,10.0,10.0,5.0,42.5,0.0
TUTO PRESIDENTE,5.0,5.0,5.0,5.0,10.0,5.0,40.5,0.0
Que pida que nos condonen los 40000000 mil millones de nuestra deuda,70.0,60.0,80.0,5.0,10.0,5.0,79.0,-1.0
Con que empresarios será??? Si nadie conoce a este incaPaz,40.0,40.0,20.0,5.0,5.0,5.0,59.0,0.0
"Pero si no tiene plata, cómo va a viajar?",40.0,40.0,20.0,5.0,5.0,5.0,59.0,0.0
Mamaddd nadie del norte hace su bisnet con zurdspopulistass como maduro😂😂🤦🤦,40.0,40.0,20.0,5.0,5.0,5.0,59.0,0.0
No te da el tari.....,70.0,70.0,5.0,5.0,5.0,5.0,70.25,-1.0
Que no dijo que lo economico solucionara con lo que tenemos y no necesitamos de extranjeros.. y ahroa que paso.. este gallito como el capibara no tienen palabra..,70.0,70.0,5.0,5.0,5.0,5.0,70.25,-1.0
Y creerá que alguien le va a dar bola?,40.0,40.0,5.0,5.0,5.0,5.0,56.75,0.0
Será que Senador Rodrigo Paz habrá pedido permiso a Lara para viajar?,30.0,30.0,10.0,5.0,5.0,5.0,53.0,0.0
Cuidado no tengan para el pasaje nove que el Lara de todo se victimiza,30.0,30.0,10.0,5.0,5.0,5.0,53.0,0.0
Que ni se aparezca por allá la migra le agarra y lo deporta por la cara de humilde que tiene,70.0,70.0,5.0,5.0,5.0,5.0,70.25,-1.0
Anda a Cuba mejor,60.0,60.0,5.0,5.0,5.0,5.0,65.75,0.0
No que no tenía plata? 🤣🤣🤣,,,,,,,,
Un estadista como Rodrigo. No viajará a endeudarnos como Quico,70.0,70.0,60.0,5.0,5.0,5.0,78.5,-1.0
🤦🏻‍♂️,10.0,10.0,10.0,10.0,10.0,10.0,42.0,0.0
Lari ahí te hablan ...,30.0,30.0,30.0,30.0,30.0,30.0,46.0,0.0
Que saque la plata que robó del municipio de Tarija,80.0,80.0,70.0,20.0,0.0,0.0,82.5,-1.0
Señor Paz no entre al juego tuto o Kiko primero sea gobierno y luego busque inversionistas de no ser presidente pa que.,80.0,80.0,50.0,10.0,0.0,0.0,81.5,-1.0
🤣🤣🤣🤣Dicen por ahí que esta yendo con Claure 🤣🤣🤣🤣como será no???,10.0,10.0,10.0,10.0,10.0,10.0,42.0,0.0
Y cuando lo hace TuTo pura crítica 🙄,,,,,,,,
No tiene ni la carátula de un plan 🤦🏻‍♂️,5.0,5.0,50.0,5.0,0.0,0.0,48.75,0.0
"No creo que su cerebro le funcione para convencer a los ""gringos""",80.0,80.0,50.0,10.0,0.0,0.0,81.5,-1.0
Sixto Romero son ignorantes y masiburros como vos.,80.0,80.0,0.0,0.0,0.0,0.0,76.0,-1.0
"que viaje a Venezuela o Cuba para hablar con los de su línea. ya se le cayó la careta y los que votamos pensando que era oposición, sabemos que es un judas que nos vendió al masismo",80.0,80.0,0.0,0.0,0.0,0.0,76.0,-1.0
Realmente este señor no tiene rumbo piensa que van venir ya invertir el dia suiente??? Pero el dijo que no necesito prestamos??? No es necesario y ahora donde va haber ese doble moral discurso DEMAGOGIA al 100%,80.0,80.0,0.0,0.0,0.0,0.0,76.0,-1.0
Al Maestro que anda por los caminos buenos.,10.0,10.0,10.0,5.0,80.0,5.0,36.5,0.0
Kiko fue a traer dólares para su campaña millonaria no para el pais,80.0,80.0,50.0,10.0,0.0,0.0,81.5,-1.0
Que no debíamos mucho a los GRINGOS??? 😂😂😂,50.0,50.0,70.0,5.0,0.0,0.0,72.0,-1.0
Este no va aguantar Lara será precitente,80.0,80.0,30.0,0.0,0.0,0.0,80.5,-1.0
"Debe estar yendo de vacaciones, ya que la dupla Paz Lara, no tienen plan de y gobierno, por ello tan solo ofrecen medidas populares pero demagogicas, por ello se tiene que votar por quienes ofrecen realidades para salir de esta crisis que vive Bolivia, por ello Tuto presidente.",20.0,30.0,40.0,5.0,0.0,0.0,56.0,0.0
Primero tiene que informar a su capi para ver si le aprueba su viaje 🤣🤣🤣 par de payasos 3stup!dos,80.0,80.0,50.0,0.0,0.0,0.0,83.5,-1.0
Uyyy no que no tenía dinero ??? Pero y su loco vice no irá 🤷,70.0,70.0,10.0,5.0,0.0,0.0,72.0,-1.0
Ahí tienen a su vende patria ignorantes,80.0,80.0,50.0,0.0,0.0,0.0,83.5,-1.0
.....,10.0,10.0,10.0,10.0,10.0,10.0,42.0,0.0
A ver qué diga Lara que también está de ida Paz q negociar el oro de bolivia 🤣,80.0,80.0,50.0,0.0,0.0,0.0,83.5,-1.0
"Paz, su rose es ínter provincial, Tuto tiene rose internacional sabe inglés y tiene los contactos, paz no sabe ni aymara, el cargo le queda grande, esta a 500 años luz, Tuto presidente.",80.0,80.0,50.0,0.0,0.0,0.0,83.5,-1.0
No sabe dónde está parado el tribilin,55.0,60.0,85.0,5.0,0.0,0.0,77.5,-1.0
Con Lara nadie va querer pisar Bolivia por lo menos.,80.0,80.0,50.0,0.0,0.0,0.0,83.5,-1.0
Búsquelo al Presidente TRUMP y dígale que es SOCIALISTA 🤔🤔,85.0,85.0,85.0,0.0,0.0,0.0,91.0,-1.0
Que le lleve a su experto en relaciones públicas al Lara Lara,80.0,80.0,50.0,0.0,0.0,0.0,83.5,-1.0
Y money? Ya aportaron los azules 🤣,80.0,80.0,50.0,0.0,0.0,0.0,83.5,-1.0
"Pero acaso no le debemos 40 mil millones de dolares a ""los gringos""?",80.0,80.0,50.0,0.0,0.0,0.0,83.5,-1.0
Oficial ...,10.0,10.0,10.0,10.0,10.0,10.0,42.0,0.0
Candidato sin ideas ya vió que su rival se adelanto con las soliciones,80.0,80.0,50.0,0.0,0.0,0.0,83.5,-1.0
Y luego decía que no se prestaría de los gringos,60.0,80.0,90.0,5.0,5.0,0.0,83.0,-1.0
Pero si dijo que no quería nada del extranjero...,30.0,60.0,80.0,10.0,5.0,0.0,69.0,-1.0
No se aceptan propuestas echas por CHAT GPT En los EEUU,60.0,40.0,50.0,5.0,0.0,0.0,69.5,-1.0
RECIÉN...???,30.0,30.0,0.0,5.0,10.0,0.0,51.5,0.0
Estos zurdos definitivamente no se deciden,70.0,80.0,90.0,5.0,0.0,0.0,86.0,-1.0
"Mándalo a la Lara, el Todopoderoso",90.0,90.0,5.0,0.0,0.0,0.0,81.25,-1.0
Que van a decir ahora???🤡🤡🤡,30.0,30.0,0.0,0.0,10.0,10.0,51.5,0.0
Este señor no sabe ni donde ir tuto presidente,70.0,80.0,60.0,5.0,0.0,0.0,81.5,-1.0
"Jajajajaja hay Rodrígo,estás tan perdidos",80.0,85.0,0.0,0.0,0.0,0.0,77.0,-1.0
No que no iba a pedirles dinero a los gringos? Hahahahahaha,90.0,90.0,5.0,0.0,0.0,0.0,81.25,-1.0
Por que no ba a Venesuela o a Cuba si ba al norte ira a pasar verguensa los zurdos no son bien venidos,90.0,90.0,5.0,0.0,5.0,0.0,80.75,-1.0
"Buscará a los """"oligarcas"" a los ""imperialistas"" ""capitalistas"" así son estos zurdos, se llenan el hocico insultando a EEUU y después corren para allá.",90.0,90.0,5.0,0.0,0.0,0.0,81.25,-1.0
"Donde están los masis deberían estar gritando al cielo, va a vender el oais al imperialismo.....😂",90.0,90.0,5.0,0.0,0.0,0.0,81.25,-1.0
🤡 payaso,90.0,90.0,5.0,0.0,0.0,0.0,81.25,-1.0
Copiando lo que dijo tuto jaja,40.0,60.0,90.0,0.0,0.0,0.0,75.5,-1.0
No como TUTO que fue puro show,60.0,60.0,5.0,0.0,0.0,0.0,67.75,-1.0
Jajaja...ya le preguntaste a tu jefe Lara...porque lo criticó a TUTO...,30.0,40.0,90.0,0.0,0.0,0.0,69.0,-1.0
Nose para que hablan tonteria esta dupla si lo acaban destruyendo en las redes me daria verguensa habrir la voca,90.0,90.0,5.0,0.0,0.0,0.0,81.25,-1.0
LARYS AHORA LLOREN,70.0,80.0,5.0,0.0,5.0,0.0,73.75,-1.0
🤣🤣🤣 no que Tuto quiere vender Bolivia al imperio?? Qué hace yendo al imperio 🤦🏻🤦🏻🤦🏻,70.0,80.0,5.0,0.0,0.0,0.0,74.25,-1.0
Es igual a Lara LARA LE COPEA SUS PROPUESTAS A JP Y ESTE MONO A TUTO,90.0,90.0,5.0,0.0,0.0,0.0,81.25,-1.0
El GIF  puede contener LOL Eso está muy bueno jajaja,70.0,80.0,5.0,0.0,5.0,0.0,73.75,-1.0
Votemos por TUTO 🇧🇴 es nuestra única respuesta real para salir de la miseria socialista.Bolivia no te puedes volver a equivocar 💪,30.0,40.0,80.0,5.0,10.0,0.0,65.5,0.0
Diciendo que debemos 40 mil millones a los gringos. Sinvergüenza,90.0,90.0,5.0,0.0,0.0,0.0,81.25,-1.0
"Irá de vacaciones con el sueldo que gana de Senador al cual ni va a sesiones, en fin la hipocresía y la gente lari apoyando, que vaya a pagar la supuesta deuda 😂🤣🤣 🤣 NO saben dónde están parados, imposible dirigir un país así.",90.0,90.0,5.0,0.0,0.0,0.0,81.25,-1.0
con que dinero si apenas tienen para comer en un mercadito con su papá ex presidente que recibe un bono hay la pobreza,90.0,90.0,5.0,0.0,0.0,0.0,81.25,-1.0
Y q paso con su amigo Chente el de Paraguay q tiene q invertir en bolivia,70.0,80.0,5.0,0.0,5.0,0.0,73.75,-1.0
Ojalá no regrese,30.0,40.0,30.0,0.0,0.0,0.0,60.0,0.0
Conocerá a alguno ??????lo dudo,90.0,90.0,5.0,0.0,0.0,0.0,81.25,-1.0
ES MONO🤣😂🤣,90.0,90.0,5.0,0.0,0.0,0.0,81.25,-1.0
Es lo malo por que ir a rodillarse a los yanquis,15.0,45.0,75.0,15.0,10.0,10.0,59.0,0.0
Q traiga plata pa acabar el puente de Tarija es un desastre dejen de robar al País y creer de este tipo de personas,80.0,85.0,60.0,10.0,5.0,10.0,82.5,-1.0
Anda a Rusia y china wey,40.0,50.0,10.0,5.0,5.0,5.0,59.5,0.0
"Mejor que haga un bailecito con pacitos incluidos, le saldrá mejor que su supuesto plan😂😂😂",10.0,85.0,30.0,5.0,5.0,5.0,62.0,0.0
Vergüenza al no dar la cara de propuesta aquí en su país Bolivia,30.0,40.0,45.0,10.0,15.0,5.0,58.25,0.0
RODRIGO VA A IR DONDE LOS GRINGOS..?,40.0,50.0,60.0,10.0,5.0,5.0,66.0,0.0
Donde los EXTRANJEROS y GRINGOS que tanto critico?🤣🤣🤣🤣,30.0,80.0,30.0,5.0,5.0,5.0,66.0,0.0
Elay el que no necesitaba alos gringos,40.0,80.0,70.0,10.0,5.0,5.0,73.5,-1.0
"Que harás presentando, nada",30.0,80.0,70.0,10.0,5.0,5.0,71.0,-1.0
Este sinvergüenza cara dura no sabe dónde está parado,80.0,80.0,10.0,10.0,5.0,5.0,74.5,-1.0
EL QUE NO QUERÍA IR A EEUU OTRO BIPOLAR COMO SU VICE,80.0,80.0,10.0,10.0,5.0,5.0,74.5,-1.0
El plan de este binomio es que Rodrigo maneje un discurso capitalista para atraer el voto de la clase media y alta y contraria… Ver más,20.0,20.0,80.0,10.0,5.0,5.0,58.0,0.0
Tuto ya fue y consiguió dinero.... Paz solo viaja de turismo nadie lo conoce y no traerá nada es un paspacu,80.0,80.0,10.0,10.0,5.0,5.0,74.5,-1.0
Éste Rodrigo es un incapaz... PARACAIDISTA del masismo,80.0,80.0,80.0,5.0,5.0,5.0,86.0,-1.0
Payaso socialista,50.0,80.0,80.0,5.0,5.0,5.0,78.5,-1.0
Esta desequilibrado este pobre,40.0,50.0,80.0,5.0,5.0,5.0,70.0,-1.0
"Y porke siempre en EEUU,acaso va gobernar en hay,baya chej k estupidez,",45.0,70.0,10.0,5.0,5.0,5.0,64.75,0.0
Ya se momeo de tuto,80.0,80.0,10.0,5.0,5.0,5.0,75.5,-1.0
Zurdos,10.0,10.0,10.0,5.0,5.0,5.0,44.0,0.0
😂😂😂😂,10.0,10.0,10.0,5.0,5.0,5.0,44.0,0.0
Se le van a reir... 🤣🤣🤣,10.0,10.0,10.0,5.0,5.0,5.0,44.0,0.0
Sonia Cuellar,10.0,10.0,10.0,10.0,10.0,10.0,42.0,0.0
Jim Gom Delz,10.0,10.0,10.0,10.0,10.0,10.0,42.0,0.0
TUTO PRESIDENTE,10.0,10.0,10.0,10.0,10.0,10.0,42.0,0.0
Váyase por dónde vino le dirán!!! 😂😂😂,10.0,80.0,10.0,5.0,5.0,5.0,58.0,0.0
El español irá a tierra de gringos 😂😂🤣😂🤣,40.0,60.0,50.0,5.0,5.0,5.0,67.5,-1.0
💪🇧🇴,10.0,10.0,10.0,10.0,10.0,10.0,42.0,0.0
Tuto presidente 😘😘😘😘🇧🇴👉🇧🇴🇧🇴🇧🇴,10.0,10.0,10.0,10.0,10.0,10.0,42.0,0.0
Mono con guillette,40.0,60.0,40.0,5.0,5.0,5.0,66.0,0.0
Tutin,40.0,60.0,10.0,5.0,5.0,5.0,61.5,0.0
Ya se cree ganador este pichón del Masismo,5.0,80.0,50.0,5.0,5.0,5.0,62.75,0.0
Tuto dice voy a ir a EEUU a buscar apoyo y Paz dijo q no...ahira resulta q Paz hace lo q Tuto hace,5.0,50.0,80.0,5.0,5.0,5.0,61.25,0.0
"En EE.UU. NO LES SIMPATIZAN LOS DE IZQUIERDA, TUTO PRESIDENTE 🇧🇴",5.0,80.0,80.0,5.0,5.0,5.0,67.25,-1.0
VOTOS DE ENTREGISTAS,5.0,80.0,80.0,5.0,5.0,5.0,67.25,-1.0
Payaso 🤡 🤡 🤡,5.0,80.0,0.0,5.0,5.0,5.0,55.25,0.0
Payaso,80.0,80.0,0.0,0.0,0.0,0.0,76.0,-1.0
Jamás,80.0,80.0,0.0,0.0,0.0,0.0,76.0,-1.0
PERO SI NO CONOCE A NADIE,80.0,80.0,0.0,0.0,0.0,0.0,76.0,-1.0
No reciben a comunistas cómplices del pedófilo narcos,80.0,80.0,60.0,0.0,0.0,0.0,85.0,-1.0
Que lo agarren en EEUU A ESTE TIPEJO NO SABE NADA NI SABE DONDE ESTA PARADO SI SIENDO ALCALDE NO HIZO NADA QUE APENA ERA 500000 PERSONA EN TARIJA Y LO LLEVA AL TACHO AHORA PONETE A PENSAR ADMIN 12 MILLONES de habitantes 🤣🤣🤣nos llevara a la damier .,80.0,80.0,60.0,0.0,0.0,0.0,85.0,-1.0
"A zurdos no les nada de crédito, por que no devuelven, se lo agarran, así de simple",80.0,80.0,60.0,0.0,0.0,0.0,85.0,-1.0
No que no tenían dinero ??,80.0,80.0,60.0,5.0,5.0,5.0,83.0,-1.0
Los sinvergüenzas de los socialistas … hablan mal del imperio !! Pero cuando les interesa inversión o favores se arrodillan !!,80.0,80.0,60.0,5.0,0.0,0.0,84.0,-1.0
Pero anda a cuba y Venezuela,80.0,80.0,60.0,5.0,0.0,0.0,84.0,-1.0
Copión mono,80.0,80.0,0.0,0.0,0.0,0.0,76.0,-1.0
No sabe cual es la real deuda externa y va ir a querer que le ayuden al CHARLATAN,50.0,80.0,60.0,0.0,0.0,0.0,77.5,-1.0
Ojalá lo arresten por ser cómplice del narcopedófilo,80.0,80.0,60.0,0.0,0.0,0.0,85.0,-1.0
"Ahí está el que decían que ""no iba a hablar con los capitalistas"" el que ""no nos venderá a Estados Unidos"" 🤣🤣🤣🤡🤡🤡",50.0,80.0,60.0,0.0,0.0,0.0,77.5,-1.0
Muy bueno Paz presidente.,5.0,5.0,5.0,5.0,5.0,5.0,41.0,0.0
Sí claro como no y cómo vas a hacer para q te entiendan??? Aparte no tenes idea ni propuestas claras 🤦🏻‍♀️🤦🏻‍♀️,50.0,80.0,60.0,0.0,0.0,0.0,77.5,-1.0
Ira a mendigar prestamos al imperio,50.0,80.0,60.0,0.0,0.0,0.0,77.5,-1.0
Por que hace eso sí todavía es presidente ni siquiera,50.0,80.0,60.0,0.0,0.0,0.0,77.5,-1.0
Otro chiste por favor,50.0,80.0,60.0,0.0,0.0,0.0,77.5,-1.0
Que empresarios???? Este ladrón va a darse su vuelta de popularidad!!!!,50.0,80.0,60.0,0.0,0.0,0.0,77.5,-1.0
Q vaya a Venezuela y sin regreso,50.0,80.0,60.0,0.0,0.0,0.0,77.5,-1.0
Llavalo a Lara que.para tú traductor,5.0,5.0,5.0,5.0,5.0,5.0,41.0,0.0
Primero irá a Venezuela y Cuba.,50.0,80.0,60.0,5.0,5.0,5.0,75.5,-1.0
Laugh Lol GIF by Multimedios Tv,50.0,80.0,60.0,5.0,5.0,5.0,75.5,-1.0
Amelia Ivonne Pacheco Duran,,,,,,,,
El GIF  puede contener Guinea Pig Laughing,50.0,80.0,60.0,0.0,0.0,0.0,77.5,-1.0
"Quien va venir a Bolivia, si no hay seguridad juridica.... lleno de bloqueos y saqueos y un constante acoso de impuestos de todo. !",60.0,40.0,70.0,20.0,10.0,5.0,68.0,-1.0
🇹‌🇺‌🇹‌🇴‌❤️💛💚 🇵‌🇷‌🇪‌🇸‌🇮‌🇩‌🇪‌🇳‌🇹‌🇪‌🇧🇴,60.0,40.0,70.0,20.0,10.0,5.0,68.0,-1.0
Este payaso ya no da gracia.,60.0,40.0,70.0,20.0,10.0,5.0,68.0,-1.0
😂😂😂😂,60.0,40.0,70.0,20.0,10.0,5.0,68.0,-1.0
🤡🤡🤡🤡,60.0,40.0,70.0,20.0,10.0,5.0,68.0,-1.0
Dany Rivero Ferrari,60.0,40.0,70.0,20.0,10.0,5.0,68.0,-1.0
😆😆😆😆🤡🤡🤡🤡,60.0,40.0,70.0,20.0,10.0,5.0,68.0,-1.0
